index;micro;successor_calls;generated;pushed;popped;pruned_post_pop;length;gridcost
40;13003.269;13448;12839;5570;5553;0;2735.963366727818;3278.124
41;13843.34;14134;13469;5841;5825;0;3425.140856334865;4115.4865
42;5484.913;5680;5435;2312;2273;0;2417.223305637001;2906.7687
43;286.754;285;281;115;110;0;279.7884437775811;339.53911
44;5352.159;5287;5084;2204;2171;0;1118.558279900062;1337.1148
45;7032.528;6970;6689;2852;2807;0;1459.595184836508;1752.8965
46;14377.386;14508;13843;5990;5975;0;3007.136188530744;3613.5332
47;897.911;918;885;413;400;0;714.4679650833463;860.67619
48;3552.52;3706;3544;1488;1465;0;1583.48589719238;1893.1097
49;12807.706;12745;12184;5284;5263;0;2416.705634931242;2882.8276
50;12916.765;12773;12209;5256;5224;0;3861.221144299867;4596.5109
51;7194.673;7119;6825;2988;2935;0;2656.101909540459;3188.6682
52;2075.779;2050;2009;879;831;0;673.0189917155433;798.46299
53;166.546;165;172;65;56;0;157.0637982626286;188.35534
54;15481.549;14502;13865;6009;5970;0;3473.65866274115;4148.984
55;12958.86;12695;12106;5234;5210;0;3341.346115060045;4009.717
56;3236.439;3228;3069;1353;1344;0;1306.821273214449;1574.7838
57;14429.315;14169;13539;5884;5847;0;3916.609903429789;4673.4815
58;4501.357;4278;4129;1819;1767;0;863.7251435634328;1040.6173
59;8170.999;7779;7481;3258;3207;0;1707.894043501695;2047.4651
60;12944.175;12782;12217;5259;5228;0;3029.44211486533;3628.7048
61;48.037;38;42;20;17;0;74.03810727892977;88.384776
62;14143.134;13623;12991;5636;5621;0;3019.692653207611;3639.0479
63;13524.595;12702;12143;5270;5240;0;2235.878917891559;2685.4133
64;790.147;845;824;346;327;0;517.6569271800197;614.13708
65;3292.498;3466;3322;1403;1374;0;1228.728073454017;1478.3696
66;690.874;726;704;320;312;0;617.2064785064243;746.32085
67;11978.479;11837;11322;4909;4862;0;2537.206413299795;3040.526
68;2663.891;2650;2571;1108;1067;0;644.1633503631726;775.22035
69;7483.758;7551;7225;3076;3032;0;3579.902391949056;4268.4276
70;1853.071;1890;1821;803;786;0;851.1109188331294;1014.5757
71;12338.38;12267;11711;5113;5096;0;2744.455931515022;3286.3078
72;7063.024;7195;6927;3023;2968;0;1589.648677217973;1920.7077
73;11402.586;11306;10812;4715;4688;0;2781.305377776632;3359.521
